game_date,batter,estimated_woba_using_speedangle,woba_value,woba_denom,first_name,last_name
2024-05-01,647351,0.412,0.9,1,abraham,toro
2024-05-01,669261,0.022,0.0,1,jack,suwinski
2024-05-01,669707,0.101,0.9,1,jared,triolo
2024-05-01,642133,0.094,0.0,1,rowdy,tellez
2024-05-01,658668,0.271,0.0,1,edward,olivares
2024-05-01,665833,0.35,0.9,1,oneil,cruz
2024-05-01,669127,0.0,0.0,1,shea,langeliers
2024-05-01,668709,0.689131,0.7,1,jj,bleday
2024-05-01,663527,0.732,2.0,1,tyler,nevin
2024-05-01,671732,0.127,0.0,1,lawrence,butler
2024-05-01,676116,0.0,0.0,1,ryan,noda
2024-05-01,656582,0.217,0.0,1,connor,joe
2024-05-01,668804,0.584,1.25,1,bryan,reynolds
2024-05-01,663647,0.035,0.0,1,ke'bryan,hayes
2024-05-01,680779,0.0,0.0,1,henry,davis
2024-05-01,687231,0.811,0.0,1,darell,hernaiz
2024-05-01,668832,0.774,0.9,1,kyle,mccann
2024-05-01,664913,0.528,0.0,1,seth,brown
2024-05-01,647351,1.281,2.0,1,abraham,toro
2024-05-01,669127,0.0,0.0,1,shea,langeliers
2024-05-01,669261,0.44,0.0,1,jack,suwinski
2024-05-01,669707,0.213,0.9,1,jared,triolo
2024-05-01,642133,0.507,0.9,1,rowdy,tellez
2024-05-01,658668,0.152,0.0,1,edward,olivares
2024-05-01,665833,0.162,0.0,1,oneil,cruz
2024-05-01,668709,0.12,0.0,1,jj,bleday
2024-05-01,663527,0.601,0.0,1,tyler,nevin
2024-05-01,671732,0.008,0.0,1,lawrence,butler
2024-05-01,656582,0.038,0.0,1,connor,joe
2024-05-01,668804,0.02,0.0,1,bryan,reynolds
2024-05-01,663647,0.427,0.0,1,ke'bryan,hayes
2024-05-01,669289,0.452,0.0,1,santiago,espinal
2024-05-01,605361,0.005,0.0,1,nick,martini
2024-05-01,663697,0.115,0.0,1,jonathan,india
2024-05-01,642180,0.078,0.0,1,tyler,wade
2024-05-01,673490,0.013,0.0,1,ha-seong,kim
2024-05-01,701538,0.241,0.0,1,jackson,merrill
2024-05-01,668715,0.111,0.0,1,spencer,steer
2024-05-01,682829,0.720192,0.7,1,elly,de la cruz
2024-05-01,666181,0.235,0.0,1,will,benson
2024-05-01,656413,0.646,0.0,1,stuart,fairchild
2024-05-01,669134,0.016,0.0,1,luis,campusano
2024-05-01,666703,0.0,0.0,1,eguy,rosario
2024-05-01,592518,0.0,0.0,1,manny,machado
2024-05-01,630105,1.937,2.0,1,jake,cronenworth
2024-05-01,665487,0.689131,0.7,1,fernando,tatís
2024-05-01,595777,0.879,0.9,1,jurickson,profar
2024-05-01,642180,0.286,0.9,1,tyler,wade
2024-05-01,571912,0.0,0.0,1,luke,maile
2024-05-01,600869,0.0,0.0,1,jeimer,candelario
2024-05-01,669289,0.689131,0.7,1,santiago,espinal
2024-05-01,605361,0.0,0.0,1,nick,martini
2024-05-01,663697,0.689131,0.7,1,jonathan,india
2024-05-01,673490,0.064,0.0,1,ha-seong,kim
2024-05-01,701538,0.0,0.0,1,jackson,merrill
2024-05-01,669134,0.148,0.0,1,luis,campusano
2024-05-01,668715,0.0,0.0,1,spencer,steer
2024-05-01,682829,0.0,0.0,1,elly,de la cruz
2024-05-01,666181,0.053,0.0,1,will,benson
2024-05-01,688363,0.066,0.0,1,graham,pauley
2024-05-01,592518,1.371,0.0,1,manny,machado
2024-05-01,630105,0.104,0.0,1,jake,cronenworth
2024-05-01,656413,0.0,0.0,1,stuart,fairchild
2024-05-01,571912,0.052,0.0,1,luke,maile
2024-05-01,600869,0.611,0.9,1,jeimer,candelario
2024-05-01,669289,0.572,1.25,1,santiago,espinal
2024-05-01,665487,0.094,0.0,1,fernando,tatís
2024-05-01,595777,0.677,0.9,1,jurickson,profar
2024-05-01,642180,0.216,0.0,1,tyler,wade
2024-05-01,673490,0.733,0.9,1,ha-seong,kim
2024-05-01,701538,0.119,0.9,1,jackson,merrill
2024-05-01,669134,0.172,0.0,1,luis,campusano
2024-05-01,605361,0.151,0.0,1,nick,martini
2024-05-01,663697,0.0,0.0,1,jonathan,india
2024-05-01,668715,0.27,0.0,1,spencer,steer
2024-05-01,682829,0.378,1.25,1,elly,de la cruz
2024-05-01,688363,0.211,0.0,1,graham,pauley
2024-05-01,592518,0.798,0.9,1,manny,machado
2024-05-01,630105,0.012,0.0,1,jake,cronenworth
2024-05-01,665487,0.0,0.0,1,fernando,tatís
2024-05-01,595777,0.728,0.9,1,jurickson,profar
2024-05-01,666181,0.0,0.0,1,will,benson
2024-05-01,656413,0.0,0.0,1,stuart,fairchild
2024-05-01,571912,0.0,0.0,1,luke,maile
2024-05-01,642180,0.016,0.0,1,tyler,wade
2024-05-01,673490,0.689131,0.7,1,ha-seong,kim
2024-05-01,701538,0.201,0.0,1,jackson,merrill
2024-05-01,669134,0.208,0.0,1,luis,campusano
2024-05-01,600869,0.299,0.0,1,jeimer,candelario
2024-05-01,669289,0.494,0.0,1,santiago,espinal
2024-05-01,605361,0.057,0.0,1,nick,martini
2024-05-01,688363,0.0,0.0,1,graham,pauley
2024-05-01,592518,1.582,0.0,1,manny,machado
2024-05-01,630105,0.689131,0.7,1,jake,cronenworth
2024-05-01,665487,0.0,0.0,1,fernando,tatís
2024-05-01,595777,0.581,0.9,1,jurickson,profar
2024-05-01,663697,0.0,0.0,1,jonathan,india
2024-05-01,668715,0.985,2.0,1,spencer,steer
2024-05-01,682829,0.0,0.0,1,elly,de la cruz
2024-05-01,666181,0.241,0.0,1,will,benson
2024-05-01,663728,0.128,0.0,1,cal,raleigh
2024-05-01,593871,0.062,0.0,1,jorge,polanco
2024-05-01,571745,0.024,0.0,1,mitch,haniger
2024-05-01,677594,0.384,0.9,1,julio,rodríguez
2024-05-01,670042,0.689131,0.7,1,luke,raley
2024-05-01,663586,0.682,0.0,1,austin,riley
2024-05-01,645277,0.067,0.0,1,ozzie,albies
2024-05-01,660670,0.0,0.0,1,ronald,acuña
2024-05-01,668942,0.02,0.0,1,josh,rojas
2024-05-01,649966,0.104,0.0,1,luis,urías
2024-05-01,664238,0.068,0.0,1,dylan,moore
2024-05-01,644433,0.853,0.0,1,chadwick,tromp
2024-05-01,606115,0.009,0.0,1,orlando,arcia
2024-05-01,671739,0.556,0.0,1,michael,harris
2024-05-01,664034,0.0,0.0,1,ty,france
2024-05-01,663728,0.689131,0.7,1,cal,raleigh
2024-05-01,593871,0.662,0.9,1,jorge,polanco
2024-05-01,571745,0.032,0.0,1,mitch,haniger
2024-05-01,677594,0.855,1.25,1,julio,rodríguez
2024-05-01,664874,0.0,0.0,1,seby,zavala
2024-05-01,594807,0.0,0.0,1,adam,duvall
2024-05-01,542303,0.689131,0.7,1,marcell,ozuna
2024-05-01,621566,0.554,0.0,1,matt,olson
2024-05-01,663586,0.003,0.0,1,austin,riley
2024-05-01,664059,0.0,0.0,1,sam,haggerty
2024-05-01,649966,0.022,0.0,1,luis,urías
2024-05-01,664238,0.059,0.0,1,dylan,moore
2024-05-01,664034,0.742,0.9,1,ty,france
2024-05-01,645277,0.012,0.0,1,ozzie,albies
2024-05-01,660670,0.0,0.0,1,ronald,acuña
2024-05-01,644433,0.07,0.0,1,chadwick,tromp
2024-05-01,663728,0.0,0.0,1,cal,raleigh
2024-05-01,593871,0.178,0.9,1,jorge,polanco
2024-05-01,571745,0.0,0.0,1,mitch,haniger
2024-05-01,677594,0.289,0.0,1,julio,rodríguez
2024-05-01,664874,0.05,1.25,1,seby,zavala
2024-05-01,606115,0.404,0.0,1,orlando,arcia
2024-05-01,671739,0.01,0.0,1,michael,harris
2024-05-01,594807,0.004,0.0,1,adam,duvall
2024-05-01,664059,0.142,0.0,1,sam,haggerty
2024-05-01,649966,0.720192,0.7,1,luis,urías
2024-05-01,664238,0.468,0.9,1,dylan,moore
2024-05-01,664034,0.934,0.9,1,ty,france
2024-05-01,663728,0.07,0.0,1,cal,raleigh
2024-05-01,593871,0.0,0.0,1,jorge,polanco
2024-05-01,542303,0.007,0.0,1,marcell,ozuna
2024-05-01,621566,0.817,0.9,1,matt,olson
2024-05-01,663586,1.249,1.6,1,austin,riley
2024-05-01,645277,0.879,0.9,1,ozzie,albies
2024-05-01,660670,0.485,0.9,1,ronald,acuña
2024-05-01,644433,0.192,0.0,1,chadwick,tromp
2024-05-01,606115,0.01,0.9,1,orlando,arcia
2024-05-01,671739,0.131,0.0,1,michael,harris
2024-05-01,571745,0.0,0.0,1,mitch,haniger
2024-05-01,677594,0.387,0.9,1,julio,rodríguez
2024-05-01,664874,0.48,0.9,1,seby,zavala
2024-05-01,664059,0.0,0.0,1,sam,haggerty
2024-05-01,649966,0.101,0.0,1,luis,urías
2024-05-01,594807,0.0,0.0,1,adam,duvall
2024-05-01,542303,0.689131,0.7,1,marcell,ozuna
2024-05-01,621566,0.689131,0.7,1,matt,olson
2024-05-01,663586,0.579,0.9,1,austin,riley
2024-05-01,645277,0.003,0.0,1,ozzie,albies
2024-05-01,660670,0.932,0.9,1,ronald,acuña
2024-05-01,644433,0.021,0.0,1,chadwick,tromp
2024-05-01,664238,0.0,0.0,1,dylan,moore
2024-05-01,664034,0.238,0.0,1,ty,france
2024-05-01,663728,0.0,0.0,1,cal,raleigh
2024-05-01,606115,0.543,0.0,1,orlando,arcia
2024-05-01,671739,0.038,0.0,1,michael,harris
2024-05-01,594807,0.0,0.0,1,adam,duvall
2024-05-01,593871,0.0,0.0,1,jorge,polanco
2024-05-01,571745,0.0,0.0,1,mitch,haniger
2024-05-01,677594,0.109,0.0,1,julio,rodríguez
2024-05-01,542303,0.0,0.0,1,marcell,ozuna
2024-05-01,621566,0.0,0.0,1,matt,olson
2024-05-01,663586,0.689131,0.7,1,austin,riley
2024-05-01,645277,0.689131,0.7,1,ozzie,albies
2024-05-01,660670,0.0,0.0,1,ronald,acuña
2024-05-01,608369,0.0,0.0,1,corey,seager
2024-05-01,543760,0.0,0.0,1,marcus,semien
2024-05-01,665750,0.0,0.0,1,leody,taveras
2024-05-01,669222,0.23,0.0,1,nick,senzel
2024-05-01,682928,0.088,0.0,1,cj,abrams
2024-05-01,696285,0.133,0.9,1,jacob,young
2024-05-01,641680,0.146,0.0,1,jonah,heim
2024-05-01,694671,0.725,0.9,1,wyatt,langford
2024-05-01,669701,0.139,0.0,1,josh,smith
2024-05-01,694497,0.0,0.0,1,evan,carter
2024-05-01,656180,0.0,0.0,1,riley,adams
2024-05-01,702358,0.353,0.0,1,trey,lipscomb
2024-05-01,669743,0.103,0.0,1,alex,call
2024-05-01,666969,0.0,0.0,1,adolis,garcía
2024-05-01,663993,0.689131,0.7,1,nathaniel,lowe
2024-05-01,608369,1.511,0.0,1,corey,seager
2024-05-01,543760,0.124,0.0,1,marcus,semien
2024-05-01,665750,0.689131,0.7,1,leody,taveras
2024-05-01,545121,0.096,0.0,1,ildemaro,vargas
2024-05-01,608841,0.154,0.0,1,joey,meneses
2024-05-01,608385,0.073,0.0,1,jesse,winker
2024-05-01,669222,0.422,0.9,1,nick,senzel
2024-05-01,641680,0.0,0.0,1,jonah,heim
2024-05-01,694671,0.47,0.0,1,wyatt,langford
2024-05-01,669701,0.008,0.0,1,josh,smith
2024-05-01,682928,0.0,0.0,1,cj,abrams
2024-05-01,696285,0.305,0.0,1,jacob,young
2024-05-01,656180,0.453,0.0,1,riley,adams
2024-05-01,694497,0.097,0.0,1,evan,carter
2024-05-01,666969,0.0,0.0,1,adolis,garcía
2024-05-01,663993,0.14,0.0,1,nathaniel,lowe
2024-05-01,608369,0.689131,0.7,1,corey,seager
2024-05-01,543760,0.519,0.9,1,marcus,semien
2024-05-01,665750,0.424,0.9,1,leody,taveras
2024-05-01,702358,0.3,0.0,1,trey,lipscomb
2024-05-01,669743,0.005,0.0,1,alex,call
2024-05-01,545121,0.023,0.0,1,ildemaro,vargas
2024-05-01,641680,0.075,0.0,1,jonah,heim
2024-05-01,694671,0.343,0.0,1,wyatt,langford
2024-05-01,669701,0.689131,0.7,1,josh,smith
2024-05-01,608841,0.406,0.0,1,joey,meneses
2024-05-01,608385,0.0,0.0,1,jesse,winker
2024-05-01,669222,0.822,0.9,1,nick,senzel
2024-05-01,694497,0.071,0.0,1,evan,carter
2024-05-01,666969,0.689131,0.7,1,adolis,garcía
2024-05-01,663993,0.689131,0.7,1,nathaniel,lowe
2024-05-01,608369,0.45,0.0,1,corey,seager
2024-05-01,543760,0.885,0.0,1,marcus,semien
2024-05-01,682928,0.292,0.0,1,cj,abrams
2024-05-01,696285,0.0,0.0,1,jacob,young
2024-05-01,656180,0.061,0.0,1,riley,adams
2024-05-01,665750,0.169,0.0,1,leody,taveras
2024-05-01,641680,0.0,0.0,1,jonah,heim
2024-05-01,694671,0.091,0.0,1,wyatt,langford
2024-05-01,669701,0.9,0.9,1,josh,smith
2024-05-01,694497,0.413,0.9,1,evan,carter
2024-05-01,666969,0.262,0.9,1,adolis,garcía
2024-05-01,702358,0.139,0.0,1,trey,lipscomb
2024-05-01,669743,0.893,0.9,1,alex,call
2024-05-01,545121,0.4,1.25,1,ildemaro,vargas
2024-05-01,608841,0.005,0.0,1,joey,meneses
2024-05-01,663993,0.005,0.0,1,nathaniel,lowe
2024-05-01,608369,0.048,0.0,1,corey,seager
2024-05-01,543760,0.0,0.0,1,marcus,semien
2024-05-01,608385,0.0,0.0,1,jesse,winker
2024-05-01,669222,0.191,0.0,1,nick,senzel
2024-05-01,682928,0.367,0.0,1,cj,abrams
2024-05-01,643376,0.0,0.0,1,danny,jansen
2024-05-01,662139,0.021,0.0,1,daulton,varsho
2024-05-01,596129,0.611,1.25,1,dan,vogelbach
2024-05-01,666182,0.546,0.0,1,bo,bichette
2024-05-01,664728,0.072,0.0,1,kyle,isbel
2024-05-01,592669,0.0,0.0,1,hunter,renfroe
2024-05-01,641658,0.124,0.0,1,garrett,hampson
2024-05-01,665489,0.0,0.0,1,vladimir,guerrero
2024-05-01,543807,0.384,0.9,1,george,springer
2024-05-01,680718,0.0,0.0,1,addison,barger
2024-05-01,643396,0.043,0.0,1,isiah,kiner-falefa
2024-05-01,676369,0.003,0.0,1,nelson,velázquez
2024-05-01,686681,0.364,2.0,1,michael,massey
2024-05-01,521692,0.28,0.0,1,salvador,pérez
2024-05-01,686469,0.186,0.9,1,vinnie,pasquantino
2024-05-01,677951,0.065,0.9,1,bobby,witt
2024-05-01,672580,0.0,0.0,1,maikel,garcía
2024-05-01,676914,0.0,0.0,1,davis,schneider
2024-05-01,643376,1.044,2.0,1,danny,jansen
2024-05-01,662139,0.0,0.0,1,daulton,varsho
2024-05-01,596129,0.0,0.0,1,dan,vogelbach
2024-05-01,664728,0.13,0.0,1,kyle,isbel
2024-05-01,624428,0.0,0.0,1,adam,frazier
2024-05-01,669004,0.012,0.0,1,mj,melendez
2024-05-01,666182,0.202,0.0,1,bo,bichette
2024-05-01,665489,0.0,0.0,1,vladimir,guerrero
2024-05-01,543807,0.123,0.0,1,george,springer
2024-05-01,676369,0.0,0.0,1,nelson,velázquez
2024-05-01,686681,0.252,0.0,1,michael,massey
2024-05-01,521692,0.318,0.9,1,salvador,pérez
2024-05-01,686469,1.437,1.25,1,vinnie,pasquantino
2024-05-01,677951,0.198,0.9,1,bobby,witt
2024-05-01,664728,0.863,1.25,1,kyle,isbel
2024-05-01,680718,0.112,0.0,1,addison,barger
2024-05-01,643396,0.093,0.0,1,isiah,kiner-falefa
2024-05-01,676914,0.0,0.0,1,davis,schneider
2024-05-01,624428,0.085,0.0,1,adam,frazier
2024-05-01,669004,0.0,0.0,1,mj,melendez
2024-05-01,676369,0.152,0.0,1,nelson,velázquez
2024-05-01,643376,0.107,0.0,1,danny,jansen
2024-05-01,662139,0.689131,0.7,1,daulton,varsho
2024-05-01,596129,0.103,0.0,1,dan,vogelbach
2024-05-01,666182,0.207,0.0,1,bo,bichette
2024-05-01,665489,0.689131,0.7,1,vladimir,guerrero
2024-05-01,686681,0.0,0.0,1,michael,massey
2024-05-01,521692,0.720192,0.7,1,salvador,pérez
2024-05-01,686469,0.388,0.0,1,vinnie,pasquantino
2024-05-01,677951,0.308,0.0,1,bobby,witt
2024-05-01,543807,0.392,0.0,1,george,springer
2024-05-01,680718,0.0,0.0,1,addison,barger
2024-05-01,643396,0.332,0.0,1,isiah,kiner-falefa
2024-05-01,672580,0.241,0.0,1,maikel,garcía
2024-05-01,664728,0.025,0.0,1,kyle,isbel
2024-05-01,624428,0.081,0.0,1,adam,frazier
2024-05-01,676914,0.627,0.0,1,davis,schneider
2024-05-01,643376,0.0,0.0,1,danny,jansen
2024-05-01,662139,0.0,0.0,1,daulton,varsho
2024-05-01,669004,0.304,0.0,1,mj,melendez
2024-05-01,676369,0.259,0.0,1,nelson,velázquez
2024-05-01,686681,0.388,0.0,1,michael,massey
2024-05-01,596129,0.041,0.0,1,dan,vogelbach
2024-05-01,666182,0.57,0.0,1,bo,bichette
2024-05-01,665489,0.868,0.9,1,vladimir,guerrero
2024-05-01,543807,0.0,0.0,1,george,springer
2024-05-01,521692,0.073,0.0,1,salvador,pérez
2024-05-01,686469,0.689131,0.7,1,vinnie,pasquantino
2024-05-01,677951,0.0,0.0,1,bobby,witt
2024-05-01,672580,0.0,0.0,1,maikel,garcía
2024-05-02,663330,0.0,0.0,1,jahmai,jones
2024-05-02,624431,0.0,0.0,1,jose,trevino
2024-05-02,665828,0.006,0.0,1,oswaldo,cabrera
2024-05-02,543510,0.672,0.0,1,james,mccann
2024-05-02,681297,0.0,0.0,1,colton,cowser
2024-05-02,622761,0.725,0.0,1,jorge,mateo
2024-05-02,657077,0.037,0.0,1,alex,verdugo
2024-05-02,650402,0.0,0.0,1,gleyber,torres
2024-05-02,519203,0.0,0.0,1,anthony,rizzo
2024-05-02,676059,0.142,0.0,1,jordan,westburg
2024-05-02,623993,0.05,0.0,1,anthony,santander
2024-05-02,663624,0.0,0.0,1,ryan,mountcastle
2024-05-02,592450,0.0,0.0,1,aaron,judge
2024-05-02,665742,0.91,0.9,1,juan,soto
2024-05-02,683011,0.112,0.0,1,anthony,volpe
2024-05-02,663757,0.0,0.0,1,trent,grisham
2024-05-02,668939,0.07,0.0,1,adley,rutschman
2024-05-02,683002,0.0,0.0,1,gunnar,henderson
2024-05-02,656775,0.013,0.0,1,cedric,mullins
2024-05-02,669224,0.314,0.0,1,austin,wells
2024-05-02,665828,0.303,0.0,1,oswaldo,cabrera
2024-05-02,657077,0.689131,0.7,1,alex,verdugo
2024-05-02,650402,1.113,2.0,1,gleyber,torres
2024-05-02,543510,0.265,0.0,1,james,mccann
2024-05-02,681297,0.720192,0.7,1,colton,cowser
2024-05-02,622761,0.706,0.0,1,jorge,mateo
2024-05-02,676059,0.862,1.6,1,jordan,westburg
2024-05-02,623993,0.436,0.9,1,anthony,santander
2024-05-02,663624,0.611,0.9,1,ryan,mountcastle
2024-05-02,668939,0.217,1.25,1,adley,rutschman
2024-05-02,519203,0.0,0.0,1,anthony,rizzo
2024-05-02,592450,0.689131,0.7,1,aaron,judge
2024-05-02,665742,1.012,1.6,1,juan,soto
2024-05-02,683011,0.0,0.0,1,anthony,volpe
2024-05-02,663757,0.0,0.0,1,trent,grisham
2024-05-02,683002,0.08,0.0,1,gunnar,henderson
2024-05-02,663630,1.538,2.0,1,ryan,mckenna
2024-05-02,543510,0.174,0.0,1,james,mccann
2024-05-02,681297,0.0,0.0,1,colton,cowser
2024-05-02,622761,1.867,2.0,1,jorge,mateo
2024-05-02,669224,0.0,0.0,1,austin,wells
2024-05-02,665828,0.095,0.0,1,oswaldo,cabrera
2024-05-02,657077,0.52,0.9,1,alex,verdugo
2024-05-02,676059,0.0,0.0,1,jordan,westburg
2024-05-02,623993,0.720192,0.7,1,anthony,santander
2024-05-02,663624,1.911,2.0,1,ryan,mountcastle
2024-05-02,668939,0.71,0.0,1,adley,rutschman
2024-05-02,683002,0.003,0.0,1,gunnar,henderson
2024-05-02,650402,0.046,0.0,1,gleyber,torres
2024-05-02,519203,0.886,0.9,1,anthony,rizzo
2024-05-02,592450,0.104,0.0,1,aaron,judge
2024-05-02,665742,0.0,0.0,1,juan,soto
2024-05-02,683011,0.187,1.25,1,anthony,volpe
2024-05-02,663630,0.686,0.0,1,ryan,mckenna
2024-05-02,543510,0.0,0.0,1,james,mccann
2024-05-02,681297,0.0,0.0,1,colton,cowser
2024-05-02,622761,0.720192,0.7,1,jorge,mateo
2024-05-02,676059,0.91,0.9,1,jordan,westburg
2024-05-02,623993,0.784,0.9,1,anthony,santander
2024-05-02,663757,0.0,0.0,1,trent,grisham
2024-05-02,669224,0.291,0.0,1,austin,wells
2024-05-02,665828,0.068,0.0,1,oswaldo,cabrera
2024-05-02,663624,0.385,0.0,1,ryan,mountcastle
2024-05-02,668939,0.0,0.0,1,adley,rutschman
2024-05-02,683002,0.0,0.0,1,gunnar,henderson
2024-05-02,657077,0.106,0.0,1,alex,verdugo
2024-05-02,650402,0.689131,0.7,1,gleyber,torres
2024-05-02,519203,0.720192,0.7,1,anthony,rizzo
